age,workclass,education,experience,occupation,hours_per_week,salary
58,Federal-Gov,Masters,32,Admin,39,75K-100K
42,Private,Bachelors,21,Sales,41,25K-50K
65,Private,High School,46,Other-Service,37,75K-100K
30,Private,Bachelors,10,Craft-Repair,39,25K-50K
26,Private,Associate,6,Sales,61,25K-50K
30,Self-Emp,Bachelors,11,Tech-Support,35,25K-50K
48,Private,Bachelors,25,Tech-Support,24,50K-75K
58,Self-Emp,Associate,41,Admin,40,75K-100K
28,Private,Masters,6,Prof-Specialty,36,50K-75K
21,Private,High School,0,Prof-Specialty,46,25K-50K
51,Private,Bachelors,32,,40,75K-100K
55,Local-Gov,High School,34,Other-Service,49,50K-75K
63,Private,Masters,40,Prof-Specialty,24,75K-100K
21,Private,High School,2,Sales,45,<=25K
55,Private,High School,34,Tech-Support,51,50K-75K
36,Private,High School,16,Sales,37,25K-50K
23,Private,Associate,1,Prof-Specialty,37,25K-50K
51,Private,High School,33,Prof-Specialty,37,50K-75K
35,Without-Pay,Bachelors,14,Other-Service,36,25K-50K
30,Self-Emp,Associate,7,Other-Service,49,25K-50K
58,Private,High School,40,,33,75K-100K
40,Self-Emp,High School,20,Exec-Managerial,45,50K-75K
36,State-Gov,Bachelors,14,Prof-Specialty,28,50K-75K
62,Federal-Gov,Bachelors,40,Craft-Repair,30,75K-100K
28,Private,Bachelors,3,Admin,41,25K-50K
18,Private,Bachelors,0,Tech-Support,31,<=25K
41,State-Gov,High School,20,Sales,31,25K-50K
24,Self-Emp,High School,7,Exec-Managerial,50,25K-50K
42,Private,High School,27,Craft-Repair,44,50K-75K
38,Private,Bachelors,16,,40,25K-50K
32,Private,Doctorate,5,Prof-Specialty,45,50K-75K
18,,Associate,0,Exec-Managerial,29,25K-50K
29,Private,High School,9,Other-Service,32,25K-50K
24,Private,High School,5,Prof-Specialty,42,25K-50K
32,Private,High School,17,Farming-Fishing,28,25K-50K
38,Private,Bachelors,14,Sales,28,25K-50K
36,Private,High School,19,Other-Service,37,25K-50K
46,Private,Masters,25,Tech-Support,41,50K-75K
42,Private,Associate,25,Prof-Specialty,38,50K-75K
50,Private,Masters,26,Sales,32,50K-75K
49,Private,Bachelors,27,Craft-Repair,33,50K-75K
52,Private,Bachelors,27,Farming-Fishing,38,50K-75K
61,Private,Bachelors,36,Craft-Repair,46,75K-100K
55,Private,Bachelors,33,Prof-Specialty,52,75K-100K
43,Private,Bachelors,21,Exec-Managerial,40,75K-100K
28,Private,Bachelors,8,Tech-Support,24,25K-50K
52,State-Gov,Bachelors,33,Exec-Managerial,47,75K-100K
25,Private,Doctorate,0,Tech-Support,45,25K-50K
63,State-Gov,Bachelors,38,Craft-Repair,35,75K-100K
31,Private,Bachelors,7,Other-Service,38,25K-50K
27,Federal-Gov,Masters,3,Other-Service,51,25K-50K
19,Private,High School,4,Exec-Managerial,52,25K-50K
63,Private,High School,45,Exec-Managerial,33,75K-100K
26,Private,Associate,7,Prof-Specialty,57,50K-75K
20,Federal-Gov,Bachelors,0,Prof-Specialty,43,50K-75K
38,Private,Bachelors,15,Admin,60,25K-50K
43,State-Gov,Associate,22,,29,25K-50K
25,Private,Bachelors,2,Sales,35,<=25K
65,Self-Emp,Bachelors,46,Exec-Managerial,22,75K-100K
19,Federal-Gov,High School,3,Craft-Repair,38,25K-50K
23,Without-Pay,Bachelors,0,Farming-Fishing,46,<=25K
45,Self-Emp,Bachelors,26,Craft-Repair,54,50K-75K
46,Private,High School,27,Admin,34,25K-50K
43,Private,Bachelors,22,Tech-Support,42,50K-75K
42,Private,Bachelors,23,Sales,37,50K-75K
29,Private,High School,14,Farming-Fishing,45,25K-50K
22,Private,High School,1,Sales,39,<=25K
51,Private,Doctorate,21,Other-Service,37,50K-75K
65,Self-Emp,Associate,44,Other-Service,26,75K-100K
54,Private,High School,33,Craft-Repair,42,50K-75K
32,Private,High School,12,Admin,51,25K-50K
61,Private,Bachelors,37,Admin,29,75K-100K
53,Federal-Gov,Bachelors,30,Craft-Repair,47,50K-75K
32,Private,Bachelors,13,Craft-Repair,40,25K-50K
60,Private,High School,43,Farming-Fishing,23,50K-75K
65,Local-Gov,Masters,38,Sales,37,75K-100K
40,Private,Associate,20,Prof-Specialty,37,50K-75K
23,Self-Emp,High School,8,,43,25K-50K
63,Federal-Gov,Associate,42,Tech-Support,44,75K-100K
61,Private,Associate,43,Prof-Specialty,41,75K-100K
60,Without-Pay,Masters,33,Exec-Managerial,45,75K-100K
62,Self-Emp,Masters,37,Sales,32,75K-100K
38,Private,High School,19,Sales,38,25K-50K
40,Private,Masters,17,Exec-Managerial,38,50K-75K
60,Private,Bachelors,38,Exec-Managerial,49,75K-100K
33,Federal-Gov,Masters,6,Tech-Support,25,25K-50K
64,Private,High School,45,Sales,44,75K-100K
32,Self-Emp,Bachelors,9,,52,25K-50K
42,Private,High School,27,Other-Service,41,50K-75K
53,Self-Emp,Bachelors,28,Craft-Repair,66,50K-75K
28,Private,High School,9,Sales,36,25K-50K
32,Private,Bachelors,9,Sales,38,25K-50K
21,Private,High School,2,Craft-Repair,35,25K-50K
38,State-Gov,High School,18,Sales,38,50K-75K
30,Private,Bachelors,6,Exec-Managerial,45,50K-75K
39,Self-Emp,Masters,15,Sales,37,50K-75K
36,Private,Bachelors,15,Tech-Support,33,25K-50K
51,Self-Emp,Masters,30,Other-Service,27,50K-75K
31,Self-Emp,High School,16,Other-Service,38,25K-50K
21,Private,Bachelors,0,Farming-Fishing,39,25K-50K
65,Self-Emp,Associate,46,Other-Service,37,75K-100K
63,Private,High School,46,Prof-Specialty,57,75K-100K
44,Local-Gov,Bachelors,25,Exec-Managerial,45,50K-75K
46,Private,Bachelors,22,Admin,35,50K-75K
64,Private,Bachelors,42,Prof-Specialty,45,75K-100K
45,State-Gov,Bachelors,24,Sales,46,50K-75K
52,State-Gov,Bachelors,33,Other-Service,39,50K-75K
25,Private,High School,8,Exec-Managerial,36,25K-50K
33,Local-Gov,High School,14,Prof-Specialty,32,25K-50K
59,Private,Bachelors,34,Prof-Specialty,50,75K-100K
53,Local-Gov,High School,35,Tech-Support,38,50K-75K
47,Private,High School,32,Craft-Repair,38,50K-75K
35,Private,Associate,12,Craft-Repair,48,25K-50K
19,Private,Bachelors,0,Prof-Specialty,40,25K-50K
30,Local-Gov,High School,13,Craft-Repair,59,25K-50K
21,Private,Bachelors,0,Tech-Support,35,25K-50K
43,Local-Gov,Bachelors,23,Other-Service,37,25K-50K
42,Self-Emp,High School,21,Exec-Managerial,34,50K-75K
47,Private,Bachelors,23,Other-Service,33,25K-50K
28,Private,Bachelors,9,Other-Service,43,<=25K
24,Private,Bachelors,4,Admin,45,25K-50K
48,Private,Bachelors,28,Farming-Fishing,36,25K-50K
61,Private,High School,42,Farming-Fishing,40,50K-75K
27,Local-Gov,Bachelors,7,Prof-Specialty,41,25K-50K
56,Private,Associate,38,Craft-Repair,50,75K-100K
30,Local-Gov,Masters,5,Other-Service,35,<=25K
48,Private,Bachelors,27,Admin,41,50K-75K
24,Private,Bachelors,3,Other-Service,43,<=25K
59,Private,High School,41,Prof-Specialty,43,75K-100K
59,State-Gov,High School,43,Craft-Repair,40,75K-100K
53,Private,High School,32,Exec-Managerial,48,75K-100K
37,Local-Gov,Associate,18,Exec-Managerial,34,50K-75K
21,Private,High School,1,Other-Service,38,<=25K
24,Local-Gov,Bachelors,5,Exec-Managerial,35,25K-50K
18,Federal-Gov,High School,0,Exec-Managerial,34,25K-50K
61,Self-Emp,Doctorate,34,Prof-Specialty,40,>100K
62,Private,High School,46,Exec-Managerial,47,75K-100K
59,Private,Masters,34,Exec-Managerial,33,75K-100K
64,State-Gov,Masters,40,Sales,47,75K-100K
30,Private,Bachelors,5,Tech-Support,37,25K-50K
39,Self-Emp,Bachelors,16,Sales,32,25K-50K
38,Self-Emp,Associate,16,Exec-Managerial,34,50K-75K
39,Private,Bachelors,16,Prof-Specialty,47,50K-75K
45,Private,High School,26,Prof-Specialty,31,50K-75K
26,Private,High School,6,Sales,56,25K-50K
43,Private,Bachelors,22,Admin,41,25K-50K
26,Federal-Gov,Associate,7,Prof-Specialty,26,25K-50K
32,State-Gov,Bachelors,9,Exec-Managerial,31,50K-75K
27,Private,High School,12,Exec-Managerial,46,25K-50K
41,State-Gov,Associate,20,Admin,28,25K-50K
59,Private,High School,41,Exec-Managerial,45,75K-100K
25,Private,High School,10,Craft-Repair,30,25K-50K
41,Private,High School,24,Prof-Specialty,42,50K-75K
33,Local-Gov,High School,13,Admin,50,25K-50K
43,Local-Gov,High School,27,Tech-Support,43,50K-75K
44,Private,Bachelors,24,Farming-Fishing,46,25K-50K
54,Private,High School,35,Exec-Managerial,45,75K-100K
21,Private,Bachelors,0,Sales,30,<=25K
41,Self-Emp,High School,25,Other-Service,30,25K-50K
36,Private,Masters,12,Tech-Support,25,50K-75K
53,Private,Associate,33,Prof-Specialty,42,75K-100K
56,Self-Emp,High School,38,Admin,39,50K-75K
27,Private,Bachelors,2,Sales,32,25K-50K
42,Private,Associate,20,Prof-Specialty,42,50K-75K
35,Private,Bachelors,10,Sales,52,25K-50K
36,Self-Emp,High School,17,Admin,45,50K-75K
53,Local-Gov,Doctorate,26,Other-Service,50,50K-75K
27,Private,Associate,7,Admin,36,25K-50K
50,Private,High School,34,Prof-Specialty,41,75K-100K
22,Private,Bachelors,2,Tech-Support,42,25K-50K
64,Private,Associate,47,Other-Service,46,50K-75K
52,Private,Bachelors,30,Farming-Fishing,27,50K-75K
61,Private,Associate,42,Tech-Support,52,75K-100K
51,Private,Bachelors,31,Prof-Specialty,41,75K-100K
50,Self-Emp,High School,30,Craft-Repair,50,50K-75K
38,Private,Bachelors,13,Admin,48,25K-50K
34,Without-Pay,Bachelors,10,Prof-Specialty,22,25K-50K
39,Private,High School,23,Other-Service,42,25K-50K
65,Private,High School,47,Sales,43,75K-100K
54,Private,High School,35,Craft-Repair,38,50K-75K
32,Private,Doctorate,6,Admin,40,25K-50K
52,Local-Gov,High School,36,Prof-Specialty,32,75K-100K
45,Self-Emp,Associate,23,Tech-Support,38,50K-75K
24,Private,High School,5,Exec-Managerial,37,25K-50K
49,Self-Emp,Associate,31,Tech-Support,35,50K-75K
28,Local-Gov,Bachelors,6,Sales,37,25K-50K
27,Private,Masters,6,Prof-Specialty,21,50K-75K
26,Private,Bachelors,4,Sales,35,25K-50K
31,,Bachelors,9,Exec-Managerial,32,25K-50K
30,State-Gov,Bachelors,8,,33,25K-50K
42,Private,High School,26,Sales,28,50K-75K
19,Private,High School,4,Prof-Specialty,38,25K-50K
52,Private,Bachelors,31,Admin,32,50K-75K
24,Private,Masters,1,Craft-Repair,32,25K-50K
38,Self-Emp,Masters,12,Exec-Managerial,40,50K-75K
35,Private,High School,19,Craft-Repair,53,25K-50K
20,Private,High School,5,Sales,41,<=25K
59,Local-Gov,High School,44,Prof-Specialty,48,75K-100K
56,Private,Masters,32,Exec-Managerial,39,75K-100K
58,Private,Masters,35,Admin,59,75K-100K
28,Self-Emp,Bachelors,8,Craft-Repair,31,25K-50K
56,Self-Emp,Associate,35,Craft-Repair,24,50K-75K
41,Private,Bachelors,20,Sales,47,50K-75K
63,Private,Associate,44,Other-Service,45,50K-75K
36,,High School,21,Craft-Repair,25,25K-50K
21,Private,Bachelors,0,Tech-Support,38,<=25K
43,State-Gov,High School,26,Sales,54,50K-75K
55,State-Gov,High School,36,Exec-Managerial,47,75K-100K
59,Private,Masters,35,Sales,27,50K-75K
49,State-Gov,Bachelors,24,Sales,23,50K-75K
56,Private,Associate,34,Tech-Support,52,75K-100K
62,State-Gov,Bachelors,39,Admin,33,75K-100K
63,Self-Emp,Associate,41,Exec-Managerial,47,75K-100K
53,Private,Bachelors,33,Sales,45,50K-75K
57,Private,Bachelors,35,Sales,39,50K-75K
54,Private,Bachelors,33,Admin,34,75K-100K
50,Private,Bachelors,30,Prof-Specialty,51,75K-100K
53,Private,High School,36,Exec-Managerial,22,50K-75K
20,State-Gov,High School,5,Craft-Repair,48,25K-50K
26,Private,Associate,5,Farming-Fishing,37,25K-50K
25,Private,High School,7,Admin,33,25K-50K
50,State-Gov,Bachelors,25,Sales,39,50K-75K
23,Private,High School,2,,49,25K-50K
58,Self-Emp,High School,41,Sales,30,75K-100K
56,Private,Associate,38,Admin,42,50K-75K
21,Private,Doctorate,0,Admin,44,25K-50K
30,Private,High School,12,Exec-Managerial,38,50K-75K
19,Federal-Gov,Bachelors,0,Exec-Managerial,31,50K-75K
22,Private,Associate,1,Farming-Fishing,33,<=25K
61,,High School,45,Exec-Managerial,54,75K-100K
44,Private,Associate,21,Prof-Specialty,47,50K-75K
49,State-Gov,Bachelors,26,Exec-Managerial,44,75K-100K
38,Private,Bachelors,14,Sales,57,25K-50K
25,Self-Emp,Masters,1,Admin,33,25K-50K
55,Self-Emp,High School,34,Other-Service,39,50K-75K
25,Private,High School,6,Sales,40,25K-50K
20,Private,Masters,0,Admin,49,25K-50K
61,Private,Associate,39,Sales,26,50K-75K
20,,Bachelors,0,Admin,40,<=25K
39,Private,Bachelors,18,Admin,39,25K-50K
23,Private,High School,2,Prof-Specialty,46,25K-50K
19,Private,Bachelors,0,,36,25K-50K
40,Private,High School,20,Tech-Support,49,50K-75K
61,Private,High School,44,Craft-Repair,43,75K-100K
19,Private,High School,1,Craft-Repair,33,<=25K
55,Federal-Gov,Bachelors,36,Exec-Managerial,44,>100K
34,Private,High School,19,Prof-Specialty,39,50K-75K
52,Private,Bachelors,27,Admin,43,50K-75K
51,Private,Masters,29,Craft-Repair,30,50K-75K
40,Private,Bachelors,18,Exec-Managerial,37,50K-75K
47,Private,Bachelors,25,Prof-Specialty,48,75K-100K
25,Private,Associate,8,Prof-Specialty,51,25K-50K
39,Private,High School,20,Exec-Managerial,43,50K-75K
61,State-Gov,Associate,40,Exec-Managerial,38,75K-100K
53,Local-Gov,Bachelors,28,Exec-Managerial,35,50K-75K
22,Private,Doctorate,0,Exec-Managerial,34,25K-50K
30,Self-Emp,Masters,5,Craft-Repair,34,25K-50K
46,Private,Masters,23,Exec-Managerial,33,50K-75K
48,Private,Masters,25,Admin,39,50K-75K
64,,Associate,45,Prof-Specialty,35,75K-100K
33,Private,Bachelors,12,Farming-Fishing,44,25K-50K
59,Private,Masters,35,Sales,42,75K-100K
47,State-Gov,Associate,28,Craft-Repair,48,50K-75K
33,Private,Masters,9,Exec-Managerial,44,50K-75K
29,Private,Associate,12,Prof-Specialty,46,25K-50K
34,Private,Bachelors,9,Other-Service,33,25K-50K
33,,Bachelors,8,Craft-Repair,43,25K-50K
29,Private,Masters,6,Other-Service,41,25K-50K
25,Private,High School,8,Admin,24,25K-50K
37,Private,Bachelors,16,Sales,39,25K-50K
20,Private,Bachelors,0,Exec-Managerial,31,25K-50K
33,Private,High School,14,Craft-Repair,27,25K-50K
47,Private,Bachelors,22,Craft-Repair,37,50K-75K
62,Private,Bachelors,41,Sales,34,75K-100K
40,Private,Bachelors,17,Admin,33,25K-50K
45,,High School,26,,28,50K-75K
57,Private,Associate,35,Exec-Managerial,54,50K-75K
22,Private,Bachelors,3,Prof-Specialty,30,25K-50K
37,Private,Associate,17,Craft-Repair,37,50K-75K
57,Self-Emp,High School,42,Sales,45,75K-100K
61,Private,Masters,38,Admin,47,75K-100K
18,Local-Gov,Bachelors,0,Other-Service,31,<=25K
47,Private,Bachelors,23,Admin,38,50K-75K
38,State-Gov,Associate,18,Admin,44,50K-75K
37,Self-Emp,Associate,18,Sales,42,50K-75K
23,Federal-Gov,Associate,1,Tech-Support,43,25K-50K
39,Local-Gov,Associate,19,Sales,30,25K-50K
35,Private,Bachelors,10,Prof-Specialty,33,25K-50K
25,Private,Bachelors,2,Farming-Fishing,38,<=25K
56,Private,Associate,39,Sales,37,50K-75K
49,Private,High School,29,Craft-Repair,41,50K-75K
50,Self-Emp,Associate,27,Admin,31,50K-75K
33,Private,High School,16,Admin,47,25K-50K
29,Self-Emp,High School,10,Exec-Managerial,30,25K-50K
55,Private,Masters,34,Farming-Fishing,41,50K-75K
51,Private,Bachelors,27,Other-Service,33,50K-75K
31,Local-Gov,Bachelors,8,Admin,37,25K-50K
53,Private,Associate,35,Sales,28,50K-75K
50,Private,Masters,28,Other-Service,38,50K-75K
40,Private,Bachelors,16,Sales,45,25K-50K
62,State-Gov,Bachelors,38,Prof-Specialty,50,75K-100K
19,Self-Emp,Associate,0,Admin,39,<=25K
58,Self-Emp,Masters,33,,30,75K-100K
38,Private,Bachelors,18,Exec-Managerial,46,50K-75K
19,Private,Masters,0,Exec-Managerial,42,25K-50K
44,Private,High School,28,Craft-Repair,38,50K-75K
26,Private,High School,7,Admin,35,25K-50K
18,Private,High School,2,Tech-Support,39,25K-50K
28,,High School,13,Exec-Managerial,40,25K-50K
20,Private,Masters,0,Admin,46,25K-50K
40,Private,High School,24,Admin,33,25K-50K
43,Private,High School,27,Sales,34,50K-75K
21,,High School,4,Sales,38,<=25K
35,Private,High School,14,Farming-Fishing,29,25K-50K
23,Private,High School,5,Exec-Managerial,45,25K-50K
52,Private,Bachelors,28,Exec-Managerial,44,75K-100K
39,State-Gov,Bachelors,20,Prof-Specialty,42,50K-75K
60,Private,High School,44,Prof-Specialty,59,75K-100K
32,State-Gov,Associate,15,,45,25K-50K
39,Private,Associate,19,Tech-Support,50,50K-75K
54,Private,High School,36,Tech-Support,40,75K-100K
59,Private,Bachelors,34,Admin,35,50K-75K
29,Private,Bachelors,10,Other-Service,28,25K-50K
64,Private,Bachelors,40,Craft-Repair,42,75K-100K
59,Private,Bachelors,38,Prof-Specialty,44,75K-100K
55,Federal-Gov,High School,37,Tech-Support,47,75K-100K
35,Private,Masters,12,Prof-Specialty,35,50K-75K
62,Private,Bachelors,38,Exec-Managerial,45,75K-100K
52,Private,Masters,26,Sales,29,50K-75K
47,Private,High School,26,Sales,40,50K-75K
41,Self-Emp,Masters,20,Other-Service,44,50K-75K
59,Private,Bachelors,36,Prof-Specialty,45,75K-100K
47,Private,Bachelors,28,Admin,46,50K-75K
31,Private,High School,15,Tech-Support,44,25K-50K
23,Private,Bachelors,0,Tech-Support,40,25K-50K
20,Private,Masters,0,Prof-Specialty,49,25K-50K
33,Private,Bachelors,12,Prof-Specialty,39,50K-75K
24,Self-Emp,Bachelors,5,Exec-Managerial,39,50K-75K
31,Private,Masters,4,Farming-Fishing,52,25K-50K
26,Private,Associate,4,,17,25K-50K
32,State-Gov,Bachelors,10,Other-Service,44,25K-50K
38,Private,Associate,20,Tech-Support,44,50K-75K
52,Private,Masters,30,Exec-Managerial,36,75K-100K
19,Local-Gov,High School,0,Exec-Managerial,40,25K-50K
44,Private,Bachelors,20,Exec-Managerial,39,75K-100K
19,Private,Bachelors,0,Other-Service,38,25K-50K
52,Private,Bachelors,32,Sales,39,75K-100K
35,Self-Emp,Bachelors,13,Craft-Repair,43,25K-50K
31,Private,Masters,8,Exec-Managerial,35,50K-75K
37,Self-Emp,Masters,14,Sales,39,50K-75K
35,Private,High School,18,Exec-Managerial,29,50K-75K
27,Private,Associate,4,Sales,35,<=25K
42,Private,High School,25,Admin,31,25K-50K
19,Private,High School,2,Craft-Repair,41,<=25K
42,State-Gov,Bachelors,17,Prof-Specialty,31,50K-75K
50,State-Gov,Masters,26,Sales,28,50K-75K
53,Private,Bachelors,29,Other-Service,28,50K-75K
48,Private,High School,32,Admin,31,50K-75K
31,Private,High School,12,Tech-Support,48,25K-50K
18,Private,Bachelors,0,Admin,52,<=25K
63,Private,Bachelors,42,Admin,37,75K-100K
33,Self-Emp,High School,16,Sales,28,25K-50K
63,Private,Masters,42,Craft-Repair,37,75K-100K
20,Private,Masters,0,Farming-Fishing,51,<=25K
52,State-Gov,Associate,34,Other-Service,41,50K-75K
58,Private,Masters,37,Prof-Specialty,28,75K-100K
23,State-Gov,Associate,4,Prof-Specialty,54,25K-50K
42,Self-Emp,Bachelors,17,Exec-Managerial,37,50K-75K
30,Private,Associate,7,Exec-Managerial,35,25K-50K
51,Private,High School,30,Prof-Specialty,49,75K-100K
25,Private,Masters,0,Farming-Fishing,42,<=25K
38,State-Gov,Associate,16,Admin,50,50K-75K
51,Private,Bachelors,30,Tech-Support,38,50K-75K
21,Self-Emp,Associate,1,,39,25K-50K
42,Private,High School,26,Exec-Managerial,36,50K-75K
32,Private,High School,16,Prof-Specialty,41,25K-50K
21,Local-Gov,Associate,2,Exec-Managerial,39,25K-50K
62,Private,Bachelors,41,Admin,34,75K-100K
29,Federal-Gov,High School,12,Exec-Managerial,26,50K-75K
49,Private,Bachelors,29,Prof-Specialty,43,50K-75K
49,Private,Bachelors,30,,42,50K-75K
45,Private,Bachelors,24,Other-Service,37,25K-50K
30,Local-Gov,Associate,12,Tech-Support,47,25K-50K
48,Federal-Gov,Masters,22,Admin,41,50K-75K
31,State-Gov,Associate,11,Sales,43,25K-50K
37,Private,Associate,14,Admin,39,25K-50K
35,Private,High School,20,Sales,27,25K-50K
46,Private,High School,28,Tech-Support,50,50K-75K
23,Private,High School,6,Prof-Specialty,43,25K-50K
49,Self-Emp,Bachelors,27,Tech-Support,29,50K-75K
46,Self-Emp,High School,29,Other-Service,36,50K-75K
60,Private,High School,42,Sales,44,75K-100K
19,Self-Emp,Bachelors,0,Admin,52,25K-50K
40,State-Gov,High School,22,Sales,42,50K-75K
36,Local-Gov,High School,15,Other-Service,45,25K-50K
48,Private,High School,27,Exec-Managerial,53,75K-100K
22,Self-Emp,Bachelors,3,Exec-Managerial,52,50K-75K
36,Private,High School,18,Admin,42,25K-50K
51,Private,Associate,33,Prof-Specialty,45,50K-75K
27,Private,Bachelors,7,Prof-Specialty,32,25K-50K
42,Private,Bachelors,22,Tech-Support,39,50K-75K
19,Private,Bachelors,0,Prof-Specialty,43,25K-50K
28,Private,Bachelors,8,Tech-Support,36,25K-50K
48,State-Gov,High School,28,Admin,29,50K-75K
32,Private,High School,14,Prof-Specialty,39,25K-50K
26,Private,High School,5,Farming-Fishing,25,<=25K
40,Private,High School,25,Prof-Specialty,52,50K-75K
36,Private,High School,20,Sales,39,25K-50K
26,,High School,7,Sales,48,25K-50K
52,Private,Bachelors,32,Other-Service,32,50K-75K
38,State-Gov,Bachelors,13,Tech-Support,35,50K-75K
26,Self-Emp,Associate,4,Craft-Repair,44,25K-50K
45,Private,Bachelors,23,Prof-Specialty,51,75K-100K
63,,High School,47,Prof-Specialty,41,75K-100K
24,Private,High School,5,Sales,33,25K-50K
33,Private,Bachelors,14,Admin,46,50K-75K
33,Private,High School,12,,31,50K-75K
50,Self-Emp,High School,35,Farming-Fishing,50,50K-75K
21,Private,Associate,4,Sales,48,25K-50K
21,Self-Emp,Masters,0,Exec-Managerial,33,25K-50K
